"adult","backdrop_path","genre_ids","id","original_language","original_title","overview","popularity","poster_path","release_date","title","video","vote_average","vote_count"
FALSE,"/lKvMfb4A7AHy4UzIWzFR8vJbaeb.jpg","10751, 12, 18",780382,"en","Le Loup et le Lion","After her grandfather's death, 20-year-old Alma decides to go back to her childhood home - a little island in the heart of the majestic Canadian forest. Whilst there, she rescues two helpless cubs: a wolf and a lion. They forge an inseparable bond, but their world soon collapses as the forest ranger discovers the animals and takes them away. The two cub brothers must now embark on a treacherous journey across Canada to be reunited with one another and Alma once more.",3.642,"/x3JsrunysUwsIV9XS7hQtZG4knm.jpg","2021-10-13","The Wolf and the Lion",FALSE,7.542,452
FALSE,"/4JuoO0XywrCDeHLy4kTB9FU5U2C.jpg","18",265169,"tr","Kış Uykusu","Aydın is a hotel owner and a retired actor in rural Turkey. As winter emerges he begins navigating the conflicts within the relationships with his wife, sister and existence.",3.539,"/d6iHm2jf7J1f5n23MprTOsrlMdr.jpg","2014-06-13","Winter Sleep",FALSE,7.5,561
FALSE,"/ihdFypo7MyfJvDSjK7Sbnsjhu8H.jpg","28, 18, 53",109424,"en","Captain Phillips","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",4.246,"/gAH73mMU7rgGZrpYkFYgFgSNHs5.jpg","2013-10-10","Captain Phillips",FALSE,7.5,7020
FALSE,"/hNoAUhjs0kALlU8bJeBsdSXq7RQ.jpg","18",2009,"ro","4 luni, 3 săptămîni și 2 zile","Two college roommates have 24 hours to make the ultimate choice as they finalize arrangements for a black market abortion.",3.54,"/acEtvzFPeOQwbzRWncjRLenhnKV.jpg","2007-08-24","4 Months, 3 Weeks and 2 Days",FALSE,7.5,740
FALSE,"/aheSIG4h3JNxWeDvdb1NxKzgjaM.jpg","36, 10752, 18, 12",967,"en","Spartacus","The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",3.957,"/xLPpQlFWE12cbqNJQ5Vf4eJU8ij.jpg","1960-10-13","Spartacus",FALSE,7.541,2184
FALSE,"/bb36aEZwEvK2L01mgWQuC506CZg.jpg","80, 18",13696,"en","Angels with Dirty Faces","Childhood chums Rocky Sullivan and Jerry Connelly grow up on opposite sides of the fence: Rocky matures into a prominent gangster, while Jerry becomes a priest, tending to the needs of his old tenement neighborhood.",3.786,"/k23E4UAcow8eczLRmVCMdukL4Mx.jpg","1938-11-26","Angels with Dirty Faces",FALSE,7.5,322
FALSE,"/mXndmCbpvlqnD6po0EMfxEZcUSn.jpg","27, 53",138843,"en","The Conjuring","Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",9.911,"/wVYREutTvI2tmxr6ujrHT704wGF.jpg","2013-07-18","The Conjuring",FALSE,7.539,11722
FALSE,"/u2fkLndVDFA0ie4a8k6GpWWsm0N.jpg","28, 80, 18",2487,"ja","修羅雪姫","Yuki's family is nearly wiped out before she is born due to the machinations of a band of criminals. These criminals kidnap and brutalize her mother but leave her alive. Later her mother ends up in prison with only revenge to keep her alive. She creates an instrument for this revenge by purposefully getting pregnant. Yuki never knows the love of a family but only killing and revenge.",3.547,"/wkcbaqCoYEXDUnSQ6NTnB2C7H05.jpg","1973-12-01","Lady Snowblood",FALSE,7.5,371
FALSE,"/4FnbeuCnsN3MT6omPrivl2ttJ8o.jpg","18, 10752, 36",1061699,"en","The Six Triple Eight","During World War II, the US Army's only all-Black, all-women battalion takes on an impossible mission: sorting through a three-year backlog of 17 million pieces of mail that hadn't been delivered to American soldiers and finish within six months.",5.062,"/7tvAnzZj9e9AjdoHaN9jshm2Cjw.jpg","2024-12-06","The Six Triple Eight",FALSE,7.5,463
FALSE,"/8K92dxdtyrhXB6fEnfGWmWnSFV7.jpg","16, 12, 35, 10751, 14",228326,"en","The Book of Life","The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",4.913,"/aotTZos5KswgCryEzx2rlOjFsm1.jpg","2014-10-01","The Book of Life",FALSE,7.5,2741
FALSE,"/1uKHoFWyYJn060dpIXUCU7Wbc15.jpg","10752, 18, 28",228150,"en","Fury","In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",11.541,"/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg","2014-10-15","Fury",FALSE,7.538,12131
FALSE,"/bE4XWNy9CZD4TbJoFlRejbjI71X.jpg","80, 28, 53",204553,"ko","감시자들","Ha Yoon-ju becomes the newest member of a unit within the Korean Police Forces Special Crime Department that specializes in surveillance activities on high-profile criminals. She teams up with Hwang Sang-jun, the veteran leader of the unit, and tries to track down James who is the cold-hearted leader of an armed criminal organization.",3.605,"/i1a1rk2qPrxIF5pYyBB2oSTa6OR.jpg","2013-07-03","Cold Eyes",FALSE,7.538,353
FALSE,"/hZoXUcBN0CgD7s1QgmO7OZSHzBx.jpg","18",18925,"en","Facing the Giants","A losing coach with an underdog football team faces their giants of fear and failure on and off the field to surprising results.",3.921,"/1eY8O7fIGcmwetNqvwnnkQB0LYK.jpg","2006-09-29","Facing the Giants",FALSE,7.538,448
FALSE,"/vAJ6qpJWDICGiQWCmGXPm5TaazW.jpg","18, 53",4550,"ko","친절한 금자씨","Released after being wrongfully convicted and imprisoned for 13 years, a woman begins executing her elaborate plan of retribution.",3.628,"/7F7Ozn0QpqkVvuv1kC2XpbuFvn9.jpg","2005-07-29","Lady Vengeance",FALSE,7.5,1705
FALSE,"/iDw6J49rf7Xlu9QZBWpvmrMqSzI.jpg","53, 9648, 878",575604,"ko","콜","Connected by phone in the same home but 20 years apart, a serial killer puts another woman’s past — and life — on the line to change her own fate.",3.641,"/oz8hvZHg7tIdGwh0ErPRhobJKPR.jpg","2020-11-23","The Call",FALSE,7.537,845
FALSE,"/Oeo4ZabmekrqCQyn34SI95692d.jpg","10749, 18",475888,"en","Tell It to the Bees","Dr. Jean Markham returns to the town she left as a teenager to take over her late father's medical practice. When a school-yard scuffle lands Charlie in her surgery, she invites him to visit the hives in her garden and tell his secrets to the bees, as she once did. The new friendship between the boy and the bee keeper brings his mother Lydia into Jean's world.",3.545,"/Rj6zpHhMU1zFW3v28U4PSRSRgP.jpg","2018-09-09","Tell It to the Bees",FALSE,7.5,446
FALSE,"/mazqYfDUreT2KE6ZsaWT59JARHZ.jpg","16, 18",83389,"ja","コクリコ坂から","Yokohama, 1963. Japan is picking itself up from the devastation of World War II and preparing to host the 1964 Olympics—and the mood is one of both optimism and conflict as the young generation struggles to throw off the shackles of a troubled past. Against this backdrop of hope and change, a friendship begins to blossom between high school students Umi and Shun—but a buried secret from their past emerges to cast a shadow on the future and pull them apart.",4.109,"/rRLYX4RZIyloHSJwvZKAhphAjiB.jpg","2011-07-16","From Up on Poppy Hill",FALSE,7.537,1786
FALSE,"/xLJCny81gf2E4Q6VhtuNhgKHbUi.jpg","18",16391,"en","Black Narcissus","A group of Anglican nuns, led by Sister Clodagh, are sent to a mountain in the Himalayas. The climate in the region is hostile and the nuns are housed in an odd old palace. They work to establish a school and a hospital, but slowly their focus shifts. Sister Ruth falls for a government worker, Mr. Dean, and begins to question her vow of celibacy. As Sister Ruth obsesses over Mr. Dean, Sister Clodagh becomes immersed in her own memories of love.",3.536,"/jSbFWWbkUq5N5ikewJHNATcWnxS.jpg","1947-05-26","Black Narcissus",FALSE,7.5,483
FALSE,"/mrdHbaCp3ysDrzUHle5eQlY9Vzu.jpg","27, 35",747,"en","Shaun of the Dead","Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",5.437,"/dgXPhzNJH8HFTBjXPB177yNx6RI.jpg","2004-04-09","Shaun of the Dead",FALSE,7.537,8628
FALSE,"/vlhzpgLDoiiMCNa3Jxj2VcuRAoD.jpg","53, 18",848685,"gl","As bestas","Antoine and Olga, a French couple, have been living in a small village in Galicia for a long time. They practice eco-responsible agriculture and restore abandoned houses to facilitate repopulation. Everything should be idyllic but for their opposition to a wind turbine project that creates a serious conflict with their neighbors. The tension will rise to the point of irreparability.",3.627,"/ytWMRYLlusyzMFFjyuFRY1liteR.jpg","2022-07-20","The Beasts",FALSE,7.5,759
FALSE,"/gH3lvKcY6EDMXrUtqZEiHPVV91n.jpg","27, 18",13310,"sv","Låt den rätte komma in","When Oskar, a sensitive, bullied 12-year-old boy, meets his new neighbor, the mysterious and moody Eli, they strike up a friendship. Initially reserved with each other, Oskar and Eli slowly form a close bond, but it soon becomes apparent that she is no ordinary young girl.",3.856,"/7IG4WjaAOVDlLvLUkh513HSwhW8.jpg","2008-10-24","Let the Right One In",FALSE,7.536,2984
FALSE,"/7aWpb0sfGteTomS9DP5NWDeD7DL.jpg","80, 18, 53",9366,"en","Donnie Brasco","An FBI undercover agent infiltrates the mob and identifies more with the mafia life at the expense of his regular one.",4.967,"/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg","1997-02-27","Donnie Brasco",FALSE,7.536,4505
FALSE,"/mgfxkCJLvudtnTOJml5mFbHWbk0.jpg","80, 18, 53",483184,"it","Dogman","Marcello, a small and gentle dog groomer, finds himself involved in a dangerous relationship of subjugation with Simone, a former violent boxer who terrorizes the entire neighborhood. In an effort to reaffirm his dignity, Marcello will submit to an unexpected act of vengeance.",3.803,"/eaZq1G8sJHv9f9a5IzioQlS3REX.jpg","2018-05-17","Dogman",FALSE,7.535,2213
FALSE,"/d1i6oB5xdo2a7sOmjprCcElqlrD.jpg","16, 14, 10751, 28, 12",730840,"en","Trollhunters: Rise of the Titans","The Guardians of Arcadia reunite to battle the nefarious Arcane Order, who've reawakened the primordial Titans.",3.644,"/zvUNFeTz0Sssb210wSiIiHRjA4W.jpg","2021-07-21","Trollhunters: Rise of the Titans",FALSE,7.5,335
FALSE,"/oAcV4179Kdpvb2xk9TtS8Ewrp8q.jpg","35, 10402",612706,"en","Work It","A brilliant but clumsy high school senior vows to get into her late father's alma mater by transforming herself and a misfit squad into dance champions.",3.591,"/b5XfICAvUe8beWExBz97i0Qw4Qh.jpg","2020-08-07","Work It",FALSE,7.533,1176
FALSE,"/sGOw65ZmfgGfistCjuNsazjs6j9.jpg","37, 18, 12",281957,"en","The Revenant","In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",5.824,"/ji3ecJphATlVgWNY0B0RVXZizdf.jpg","2015-12-25","The Revenant",FALSE,7.5,18300
FALSE,"/44b6nOh3GXmQEM3aF7vQxjl2tYu.jpg","35",37769,"it","Il secondo tragico Fantozzi","The frustrating adventures of a humble employee who all the time has to fullfill the wishes and desires of his bosses.",3.53,"/c51PWa2X6QoxE3q7zai0vayvrUO.jpg","1976-04-15","The Second Tragic Fantozzi",FALSE,7.534,599
FALSE,"/4HndddVOLbvifowXjNpdkkF8Q71.jpg","35, 18, 10749",24807,"en","Mr. Deeds Goes to Town","Longfellow Deeds lives in a small town, leading a small town kind of life. When a relative dies and leaves Deeds a fortune, Longfellow moves to the big city where he becomes an instant target for everyone. Deeds outwits them all until Babe Bennett comes along. When small-town boy meets big-city girl anything can, and does, happen.",3.537,"/9xBuHtiB4CwtEciWdUd28VvhkJO.jpg","1936-04-09","Mr. Deeds Goes to Town",FALSE,7.5,368
FALSE,"/4l65BWqJBl7hBwdIwp2nQdwsOuw.jpg","36, 18",850165,"en","The Iron Claw","The true story of the inseparable Von Erich brothers, who made history in the intensely competitive world of professional wrestling in the early 1980s. Through tragedy and triumph, under the shadow of their domineering father and coach, the brothers seek larger-than-life immortality on the biggest stage in sports.",3.787,"/lsdismtCDga4vsKnmliz0h7CaZT.jpg","2023-12-21","The Iron Claw",FALSE,7.5,958
FALSE,"/4sOeeDX9uBteu81ty2bcdbzU933.jpg","18, 35",308369,"en","Me and Earl and the Dying Girl","Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia.",3.624,"/eLjS2bLMjln2n2I73Xu6TaANPDZ.jpg","2015-06-12","Me and Earl and the Dying Girl",FALSE,7.533,2580
FALSE,"/rQY1Rkjxa7EJXYrv2jbUjLcCC4l.jpg","18, 35, 9648",15014,"it","Bianca","Eccentric and full of manias, Michele is a young high school professor who defines himself as “not used to happiness”. He realizes his life is meaningless if he doesn’t have a woman by his side but, after a series of rather disastrous experiences, he feels more alone than ever. Then, out of the blue, a new French teacher called Bianca arrives at school. Amongst uncertainties and contradictions, the two start dating. In the meantime, a series of homicides take place and a police officer begins to suspect that Michele is involved. Bianca will save him providing an alibi at the right moment, but then, everything goes wrong again.",3.573,"/ufRG8d4fNbeueW3UFcWfe4ekhJj.jpg","1984-02-23","Bianca",FALSE,7.5,391
FALSE,"/xiiKDVFyJktffA9vDrpQGu2SxXY.jpg","18",12498,"en","Sling Blade","Karl Childers, a mentally disabled man, has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, he is deemed fit to be released into the outside world.",3.583,"/ivBIBd1LNaozcmytZUyE1yIXZms.jpg","1996-08-30","Sling Blade",FALSE,7.532,796
FALSE,"/4ftfcvCOoxK9IpWXs1MhT0iwBha.jpg","28, 80, 53",9056,"cn","警察故事","Officer Chan Ka Kui manages to put a major Hong Kong drug dealer behind the bars practically alone, after a shooting and an impressive chase inside a slum. Now, he must protect the boss' secretary, Selina, who will testify against the gangster in court.",3.754,"/q8YfsyX59OmoSDirXT4CyThwN5f.jpg","1985-12-14","Police Story",FALSE,7.5,902
FALSE,"/yFNZidMRI7dTr7dklBfo3I2yMsc.jpg","80, 53, 27, 9648",36095,"ja","キュア","A detective starts spiraling out of control when a wave of gruesome murders with seemingly similar bizarre circumstances is sweeping Tokyo.",3.826,"/nLZ2AJFLtMoAAAD54mbT4exj1Wp.jpg","1997-12-27","Cure",FALSE,7.5,575
FALSE,"/ivgsXGoQDskwfvyMJy7jgSfEsW.jpg","18",33997,"en","Desert Flower","The autobiography of a Somalian nomad who was sold in marriage at 13, fled from Africa a while later to become finally an American supermodel and is now at the age of 38, the UN spokeswoman against female genital mutilation.",3.553,"/xjeWO3QLyFZGnM7phfkOMINZ8Is.jpg","2009-09-24","Desert Flower",FALSE,7.5,431
FALSE,"/f1JmD60vV383EDKr86lqmPB4sOu.jpg","14, 28, 53",9495,"en","The Crow","Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven, watched over by a hypnotic crow, returns from the grave to exact revenge.",4.718,"/rMMB3v6jYHjsvXRNJYESacoTD7j.jpg","1994-05-11","The Crow",FALSE,7.5,4170
FALSE,"/bbec0wDUaV8nQnQHC6Fb0fSYwNM.jpg","53, 18",982,"en","The Manchurian Candidate","Near the end of the Korean War, a platoon of U.S. soldiers is captured by communists and brainwashed. Following the war, the platoon is returned home, and Sergeant Raymond Shaw is lauded as a hero by the rest of his platoon. However, the platoon commander, Captain Bennett Marco, finds himself plagued by strange nightmares and soon races to uncover a terrible plot.",3.574,"/h0mkK00GjBCJoBYm3yvPdkzlIyV.jpg","1962-10-24","The Manchurian Candidate",FALSE,7.5,729
FALSE,"/TFTfzrkX8L7bAKUcch6qLmjpLu.jpg","28, 12",575264,"en","Mission: Impossible - Dead Reckoning Part One","Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",6.428,"/NNxYkU70HPurnNCSiCjYAmacwm.jpg","2023-07-08","Mission: Impossible - Dead Reckoning Part One",FALSE,7.53,4072
FALSE,"/tLxj077KKhBMjnwJkW322VAIbbk.jpg","28, 878, 53",200085,"ko","감기","A case of the flu quickly morphs into a pandemic. As the death toll mounts and the living panic, the government plans extreme measures to contain it.",3.964,"/mvTXhTddHIZbOU9pmrcPODI1kRx.jpg","2013-08-14","The Flu",FALSE,7.5,1197
FALSE,"/eCnT1kEg8uAOyoQLhxoIbqfS0xQ.jpg","28, 53",4909,"en","The Day of the Jackal","An international assassin known as ‘The Jackal’ is employed by disgruntled French generals to kill President Charles de Gaulle, with a dedicated gendarme on the assassin’s trail.",4.132,"/vThgcb3JOj99yETg8WChuci4LV2.jpg","1973-05-16","The Day of the Jackal",FALSE,7.53,584
FALSE,"/42mSR48e4h6Zp5BkTUyWPYsAA1X.jpg","18, 36",1883,"en","Malcolm X","A tribute to the controversial black activist and leader of the struggle for black liberation. He hit bottom during his imprisonment in the '50s, he became a Black Muslim and then a leader in the Nation of Islam. His assassination in 1965 left a legacy of self-determination and racial pride.",3.832,"/o2s9ow0uRRm1BcF3teznk5twd90.jpg","1992-11-18","Malcolm X",FALSE,7.53,1698
FALSE,"/fzJgCQh2NBnUYlms8EGyr4bPNz3.jpg","35, 10749",900,"en","Bringing Up Baby","David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby.",3.536,"/vTNNOtemaYmtx3k2NpsLMRJKEwZ.jpg","1938-02-18","Bringing Up Baby",FALSE,7.5,991
FALSE,"/YL3GPOiDcNraIJOVDCZsoOBoDy.jpg","878, 28, 12, 53",106,"en","Predator","A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.",4.458,"/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg","1987-06-12","Predator",FALSE,7.53,8255
FALSE,"/wcJmFsz8RqIhozMwvU81hreTX4i.jpg","18, 10749",12163,"en","The Wrestler","Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",3.866,"/6OTR8dSoNGjWohJNo3UhIGd3Tj.jpg","2008-09-07","The Wrestler",FALSE,7.5,3691
FALSE,"/zvNMZl0l2qYq0x0ntq8sILiIpLw.jpg","80, 18",9040,"en","Serpico","Frank Serpico is an idealistic New York City cop who refuses to take bribes, unlike the rest of the force. Frank's actions get him shunned by the other officers, and often placed in dangerous situations by his partners. When his superiors ignore his accusations of corruption, Frank decides to go public with the allegations. Although this causes the Knapp Commission to investigate his claims, Frank has also placed a target on himself.",4.076,"/7vgKnuqj2wM1wozIbZCzJBkFjYw.jpg","1973-12-18","Serpico",FALSE,7.529,1963
FALSE,"/hUPgIibqZlwbhs4N08cPzzc4f5K.jpg","28, 12, 878",127585,"en","X-Men: Days of Future Past","The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.",5.417,"/tYfijzolzgoMOtegh1Y7j2Enorg.jpg","2014-05-15","X-Men: Days of Future Past",FALSE,7.528,15472
FALSE,"/dPE25PbaeE6fCR2SQb4H4MeBmml.jpg","18, 53, 80, 9648",15472,"sv","Män som hatar kvinnor","Swedish thriller based on Stieg Larsson's novel about a male journalist and a young female hacker. In the opening of the movie, Mikael Blomkvist, a middle-aged publisher for the magazine Millennium, loses a libel case brought by corrupt Swedish industrialist Hans-Erik Wennerström. Nevertheless, he is hired by Henrik Vanger in order to solve a cold case, the disappearance of Vanger's niece",4.129,"/j4Ra0SvYM08winX6fxn6AknlygV.jpg","2009-02-27","The Girl with the Dragon Tattoo",FALSE,7.528,2992
FALSE,"/7RUT5tGL1tBwbQajk6e9aE3zuwM.jpg","28, 18, 53",626872,"ko","비상선언","While investigating a terroristic threat that goes viral online, Korean authorities discover that a suspect has recently boarded an international flight bound for the United States. When a healthy passenger on the same flight suddenly dies a gruesome death of unknown cause, panic erupts both in-flight and on the ground. With steadily decreasing fuel and international refusals to offer aid, the captain and crew will be forced to take unprecedented emergency measures in an attempt to save the lives of their passengers.",3.817,"/hxxtBWo50hwD37Q5cLEzaSDVyKZ.jpg","2022-08-03","Emergency Declaration",FALSE,7.527,375
FALSE,"/zxWAv1A34kdYslBi4ekMDtgIGUt.jpg","28, 12, 14",566525,"en","Shang-Chi and the Legend of the Ten Rings","Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.",5.768,"/d08HqqeBQSwN8i8MEvpsZ8Cb438.jpg","2021-09-01","Shang-Chi and the Legend of the Ten Rings",FALSE,7.527,9592
FALSE,"/gTrzLPMfJXQ6wJa5GrPVCv148Fk.jpg","12, 28, 14, 10752, 36",127533,"ja","るろうに剣心","In 1868, after the Bakumatsu war ends, the ex-assassin Kenshin Himura traverses Japan with an inverted sword, to defend the needy without killing.",3.544,"/vo3Zs07PZfKNsTrU0pcPZONJcN5.jpg","2012-08-25","Rurouni Kenshin Part I: Origins",FALSE,7.5,828
FALSE,"/5seSw3hQTFSYzdh6kHOSAmExUA.jpg","16, 28, 14, 878",39107,"ja","ドラゴンボールZ 復活のフュージョン!! 悟空とベジータ","Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegeta make solo attempts to defeat the monster, but realize their only option is fusion.",3.842,"/7AHvaEAeQfkfJ4OqcBePxa2ao09.jpg","1995-03-04","Dragon Ball Z: Fusion Reborn",FALSE,7.527,860
FALSE,"/rrDZljxZ0DSWVn6M5fkJwEOVOWn.jpg","14, 16, 35, 80",856,"en","Who Framed Roger Rabbit","'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",4.251,"/lYfRc57Kx9VgLZ48iulu0HKnM15.jpg","1988-06-22","Who Framed Roger Rabbit",FALSE,7.527,5796
FALSE,"/sIJTdyF6JFbIz5mENPpeSlCKYyB.jpg","14, 35, 10749",59436,"en","Midnight in Paris","While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",3.977,"/4wBG5kbfagTQclETblPRRGihk0I.jpg","2011-05-11","Midnight in Paris",FALSE,7.526,7345
FALSE,"/fCf8WfsRJEDFf1N6gA6o4ICRYp.jpg","16, 12, 35, 80",15371,"ja","ルパン三世 カリオストロの城","After a successful robbery leaves famed thief Lupin the Third and his partner Jigen with nothing but a large amount of expertly crafted counterfeit bills, he decides to track down the forgers responsible—and steal any other treasures he may find in the Castle of Cagliostro, including the 'damsel in distress' he finds imprisoned there.",3.538,"/hSFdyWptoDHuXlFZGzIrfVell4Q.jpg","1979-07-06","Lupin the Third: The Castle of Cagliostro",FALSE,7.5,1043
FALSE,"/kFm4FbjD2mBWtK9uyXryFtOD0Ut.jpg","10751, 35",11528,"en","The Sandlot","During a summer of friendship and adventure, one boy becomes a part of the gang, nine boys become a team and their leader becomes a legend by confronting the terrifying mystery beyond the right field wall.",3.586,"/7PYqz0viEuW8qTvuGinUMjDWMnj.jpg","1993-04-07","The Sandlot",FALSE,7.526,1197
FALSE,"/e9ZEuHGHZ06AToHlfN1L7nejJ7W.jpg","28, 12, 14, 18",256040,"te","బాహుబలి:ద బిగినింగ్","The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.",3.636,"/9BAjt8nSSms62uOVYn1t3C3dVto.jpg","2015-07-10","Bāhubali: The Beginning",FALSE,7.525,827
FALSE,"/13uKAt4M87HQi1lMZAwBmsNZRGg.jpg","18, 35, 10749",11178,"ko","엽기적인 그녀","A dweeby, mild-mannered man comes to the aid of a drunk young woman on a subway platform. Little does he know how much trouble he’s in for.",3.829,"/qx4hZvSy2b11KIPBHBFEibgRbk0.jpg","2001-07-27","My Sassy Girl",FALSE,7.525,585
FALSE,"/zjKg04EquTcnVZUfjHboXnXzjcF.jpg","18",10161,"en","My Left Foot: The Story of Christy Brown","No one expects much from Christy Brown, a boy with cerebral palsy born into a working-class Irish family. Though Christy is a spastic quadriplegic and essentially paralyzed, a miraculous event occurs when, at the age of 5, he demonstrates control of his left foot by using chalk to scrawl a word on the floor. With the help of his steely mother — and no shortage of grit and determination — Christy overcomes his infirmity to become a painter, poet and author.",3.875,"/GRAAl0bMQFoFIjV3aunc5jsM5u.jpg","1989-04-07","My Left Foot: The Story of Christy Brown",FALSE,7.525,938
FALSE,"/4ngUkStgauKB9L0Jjwkx1Hz1dry.jpg","53, 18",4553,"en","The Machinist","Trevor, an insomniac lathe operator, experiences unusual occurrences at work and home. A strange man follows him everywhere, but no one else seems to notice him.",4.474,"/vA6G0sVHPkJh580F7AtwXuQ7AAW.jpg","2004-09-24","The Machinist",FALSE,7.525,5657
FALSE,"/elzsm8vIpYVh0s6ztFEKElqgXqe.jpg","80, 18, 9648, 53",1949,"en","Zodiac","The Zodiac murders cause the lives of Paul Avery, David Toschi and Robert Graysmith to intersect.",6.742,"/6YmeO4pB7XTh8P8F960O1uA14JO.jpg","2007-03-02","Zodiac",FALSE,7.525,10717
FALSE,"/qjhcTGnjxYJqwBGlDzZkYWmne6e.jpg","10749, 35, 18",614409,"en","To All the Boys: Always and Forever","Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.",3.682,"/iepqdM52f4w75fNcvgRF5QoIAjm.jpg","2021-02-12","To All the Boys: Always and Forever",FALSE,7.5,1956
FALSE,"/8s231Ufkl9jF2JVnoZtQUxPXsSl.jpg","35, 10751, 18",456929,"es","Campeones","A disgraced basketball coach is given the chance to coach Los Amigos, a team of players who are intellectually disabled, and soon realizes they just might have what it takes to make it to the national championships.",3.824,"/m5z4Ud6Ya5EY3Eg3OBbVBaDKWK.jpg","2018-04-06","Champions",FALSE,7.5,736
FALSE,"/pKeatSUHRrlcTmkAOQ9tvESbCCe.jpg","80, 18, 53, 9648",30368,"ja","野良犬","A bad day gets worse for young detective Murakami when a pickpocket steals his gun on a hot, crowded bus. Desperate to right the wrong, he goes undercover, scavenging Tokyo’s sweltering streets for the stray dog whose desperation has led him to a life of crime. With each step, cop and criminal’s lives become more intertwined and the investigation becomes an examination of Murakami’s own dark side.",3.58,"/riBzUgeYawBDi2q9PjARjHrQM7Z.jpg","1949-10-17","Stray Dog",FALSE,7.524,313
FALSE,"/dwxdn3ppDAn7QtaLlhGDEErWfg9.jpg","18",5708,"en","Control","The story of Joy Division’s lead singer Ian Curtis, from his schoolboy days in 1973 to his suicide on the eve of the band's first American tour in 1980.",3.55,"/jOJiaOhwrDdwqTRZvZOhbndqHGp.jpg","2007-09-12","Control",FALSE,7.5,855
FALSE,"/n5GGpjVlPRDPQuhWegt7NKCWRV0.jpg","35, 10751",668742,"es","Padre no hay más que uno 2: la llegada de la suegra","The success of the Conchy virtual assistant (which was developed by Javier) has earned him a favorable spot in the parents chat room - until something unexpected ruins it all.",3.587,"/rwPb2AfNzQXjb8sUM6mCzMvN5T3.jpg","2020-07-29","Father There Is Only One 2",FALSE,7.5,548
